Chemicals_ID,Name,length,PMID
D012492,salt,21,"[9783174, 11589226, 21394529, 16957893, 17742965, 9783161, 11589224, 16057954, 21041369, 12486458, 9680332, 23239531, 21845199, 22009262, 15689218, 17257336, 2931439, 2932452, 10419948, 19396847, 15651637]"
D012492,salts,4,"[16592185, 16854265, 14645702, 15023967]"
D012503,saponins,1,[22072996]
D005227,saturated fatty acids,1,[1217333]
C009217,scyllo-inositol,1,[12443924]
D012643,selenium,2,"[16015263, 9734046]"
D012694,serine,9,"[12443924, 17753956, 16535711, 14676368, 2882764, 19181663, 17600056, 18051271, 18461394]"
D012701,serotonin,3,"[2458283, 9148611, 19366926]"
D012822,silica,11,"[17843838, 19215903, 17847537, 22308450, 21941585, 19397679, 11697249, 17841714, 17789948, 17791613, 22809182]"
D058428,silica gel,1,[22363223]
D017640,silicate,4,"[18758902, 17818544, 17812165, 12226673]"
D017640,silicates,2,"[17469254, 17812165]"
D012824,silicic acid,1,[8727645]
D012825,silicon,3,"[18758902, 21941585, 22809182]"
D012822,silicon oxide,1,[19215903]
D012834,silver,1,[18321400]
D012964,sodium,9,"[16348162, 19405196, 23170083, 17753598, 19665158, 23239531, 22696167, 18758902, 18723648]"
D019346,sodium acetate,1,[15938401]
D012965,sodium chloride,1,[9103642]
D012967,sodium dodecyl sulfate,3,"[18224315, 9676240, 16607523]"
D012967,sodium dodecylsulfate,1,[9680298]
D013012,sorbitol,1,[16926183]
D013185,squalene,2,"[10904864, 8727645]"
D013213,starch,12,"[16345148, 9676240, 9680332, 19709244, 14657132, 11594610, 10319484, 9148682, 9680298, 18175711, 9827329, 20593184]"
C031183,stearic acid,1,[1217333]
D013241,sterigmatocystin,1,[21119680]
D013256,steroid,2,"[9560807, 10075759]"
D013261,sterol,1,[22412815]
C573586,sterolic acid,1,[22412815]
D013261,sterols,1,[22072996]
D013307,streptomycin,2,"[10086845, 8520110]"
D013324,strontium,1,[9676240]
D013386,succinate,1,[2939274]
D019802,succinate,2,"[16348934, 7545383]"
D013395,sucrose,3,"[2931439, 16926183, 7545383]"
D000073893,sugar,3,"[16347302, 15596722, 21525946]"
D000073893,sugars,6,"[16347302, 10319484, 12892124, 12732953, 12147080, 18790866]"
D013431,sulfate,35,"[22822404, 17136435, 16642262, 17007134, 15074034, 15033233, 19730970, 17472645, 9103642, 17831655, 15938401, 11008690, 21304749, 23239531, 16269773, 22916172, 17839368, 15595615, 16535321, 17015966, 18219285, 22319518, 16854265, 22203820, 18699783, 19712305, 22469147, 12571018, 19833965, 17221162, 18163871, 18627412, 16119857, 19137722, 10919760]"
D013440,sulfide,37,"[12443924, 20838422, 15598497, 17136435, 21535364, 15136755, 22449300, 19730970, 22435065, 9103642, 15938401, 17753598, 21321442, 20856898, 27768499, 21062326, 17818544, 17841485, 17770111, 22212659, 20236170, 15265029, 16329971, 9145497, 21966922, 18396164, 17798279, 22203820, 15023967, 23226507, 22469147, 15066859, 11081707, 17221162, 22843576, 18627412, 11722884]"
D013440,sulfides,4,"[23015773, 27768499, 18396164, 21126753]"
D000476,sulfonates,1,[9103642]
D013455,sulfur,58,"[18503548, 23015773, 16642262, 21535364, 22180817, 15074034, 19730970, 16348879, 16534963, 21814288, 10086845, 17831655, 21960986, 15938401, 9680332, 23263870, 11571157, 20132283, 21304749, 16269773, 22916172, 20946529, 10591019, 10741832, 8863444, 8472894, 17839368, 17841485, 15265029, 9226891, 16329971, 17819907, 18217349, 20935062, 16836112, 10779724, 21966922, 16348799, 18396164, 10758851, 15648827, 12148643, 8520110, 22469147, 15066859, 16959888, 20927138, 10966393, 19833965, 22695860, 16348934, 17686026, 10224031, 19137722, 11008691, 18790866, 14742457, 19689705]"
D013431,sulphate,1,[22040283]
D013440,sulphide,8,"[16871216, 10864322, 17002948, 20605205, 11536615, 21978364, 22040283, 15651637]"
D013440,sulphides,1,[19362761]
D013447,sulphite,1,[9734024]
D013455,sulphur,4,"[9734046, 9734024, 17576518, 22040283]"
D013457,sulphur compounds,1,[22040283]
D013481,superoxide,3,"[11076735, 17291578, 16758861]"
D013481,superoxide anion,1,[11076735]
D013627,talc,1,[17734497]
D013654,taurine,2,"[18396164, 9436533]"
D013752,tetracycline,1,[8520110]
D013778,tetrazolium salt,1,[28309455]
D013779,tetrodotoxin,2,"[16348162, 19665158]"
D013831,thiamine,1,[22072996]
D013885,thiosulfate,6,"[19730970, 20725529, 16269773, 10741832, 10966393, 10919760]"
D013885,thiosulphate,1,[9734024]
C514237,thiotaurine,3,"[12443924, 18396164, 9436533]"
D013910,thorium,3,"[17744412, 17818998, 17780174]"
C000615163,thorium-230,4,"[17798520, 9563946, 17847309, 17799981]"
D013912,threonine,2,"[17753956, 19181663]"
D013936,thymidine,2,"[12024238, 17734142]"
D014025,titanium,2,"[22352335, 22795490]"
D014050,toluene,5,"[8579820, 11372653, 7613006, 22717885, 18286224]"
D014112,toxaphenes,1,[10705542]
D014199,trehalose,1,[16926183]
D014280,triacylglycerols,3,"[15908251, 18773201, 20549377]"
C011559,tributyltin,3,"[12387391, 19680591, 11833489]"
C005830,tributyrin,3,"[17126562, 18051271, 18461394]"
D014233,tricarboxylic acid,4,"[18503548, 16269773, 21602357, 11963894]"
D014280,triglyceride,1,[14600400]
D014280,triglycerides,1,[18461394]
C023336,trimethylamine,1,[12115917]
C005855,trimethylamine N-oxide,4,"[18541011, 25575382, 17220442, 17252516]"
C005855,trimethylamine oxide,4,"[12115917, 25575382, 11170013, 17252516]"
C005855,trimethylamine-N-oxide,1,[6139233]
C036694,trimyristin,1,[18051271]
C030665,triphenyltin,1,[19680591]
D014312,trisaccharide,1,[23411445]
D014315,triterpenoid,1,[9560807]
D014364,tryptophan,1,[2882764]
D014439,tyramine,1,[9148611]
D014443,tyrosine,1,[17753956]
D014451,ubiquinone,1,[20228216]
D005231,unsaturated fatty acid,1,[16348900]
D006838,unsaturated hydrocarbons,1,[6518760]
D014501,uranium,4,"[17798520, 16592185, 19362761, 14689997]"
D014508,urea,9,"[12115917, 16345148, 21181485, 22266402, 22695863, 8727645, 17900925, 6139233, 15651637]"
D014529,uridine,1,[17734142]
D014574,uronic acid,1,[8823906]
D014574,uronic acids,3,"[10399301, 9336897, 12732953]"
D014631,valerate,1,[16348934]
D014633,valine,1,[17753956]
D014639,vanadium,2,"[17831356, 22795490]"
D014801,vitamin A,1,[13279000]
D014859,warfarin,1,[15501835]
D014867,water,524,"[17807290, 19030606, 20703316, 20959156, 22723855, 20805986, 22822404, 22900608, 22589401, 18986686, 23054914, 20436906, 23071660, 22355782, 20838422, 17108962, 20099811, 21673885, 15598497, 14600400, 14569147, 21432276, 21196163, 18964014, 21829635, 18756250, 17405207, 17690230, 11323666, 974915, 19033145, 19943883, 18648877, 20444722, 21695118, 18227517, 19829317, 21753044, 22090391, 23761360, 12115917, 20689848, 21252369, 1543716, 2926694, 10788350, 22352335, 21985648, 17507981, 15134883, 21526147, 3837033, 11932742, 18560569, 14871359, 12460284, 22457975, 20483434, 21535364, 10967208, 11541238, 16957893, 22951970, 20532040, 2543729, 15005139, 17742965, 22298806, 15136755, 16598154, 15888420, 21483744, 26486501, 22295084, 21611159, 17799186, 19307564, 22449300, 18197243, 11341702, 10705541, 16015263, 19901326, 16871216, 19405196, 11076735, 20628613, 18175939, 17753956, 14961338, 17725572, 11538298, 12387391, 12815427, 15357406, 12853947, 10864322, 23050445, 8577156, 19873754, 17815194, 21167065, 12024238, 12459585, 22176231, 17939990, 17802088, 9319263, 12398406, 10993072, 10568266, 11589224, 17731593, 10724166, 24227320, 23049527, 17778805, 20382244, 20203858, 20219706, 1217333, 19057844, 15811801, 23227254, 16057954, 7167812, 17901296, 12420966, 15186353, 15947183, 17777883, 11543281, 21232364, 17731184, 17097733, 21282152, 17837191, 19419092, 10901654, 15938401, 17780477, 17818162, 4422739, 28306899, 15198039, 17734497, 17759681, 17835102, 17753598, 24241017, 17843838, 17821177, 21748268, 21532967, 20403651, 15887080, 17828281, 19062646, 23263870, 17778052, 19543943, 16346061, 14711622, 23178837, 22842293, 20178642, 11282630, 17956843, 16205985, 11071152, 22840702, 23028551, 17693704, 9589890, 10015684, 21321442, 12685756, 10705542, 15947184, 10568278, 22671553, 28312079, 17790825, 19014525, 18422956, 16345220, 15986409, 18803646, 19712334, 10682922, 11008690, 9929396, 14567942, 20673676, 11541880, 11827122, 23239531, 17839484, 14412407, 18062265, 17755361, 17878949, 17775272, 12024255, 17819041, 22696167, 19528051, 19542347, 23185341, 21359849, 19954231, 15197255, 20687053, 10591013, 22403671, 1314046, 11060226, 22194903, 17802169, 21106571, 9488347, 22916172, 17778656, 20856898, 22688244, 20946529, 14603316, 21072925, 18758902, 22571287, 12819275, 20410033, 14657132, 11875565, 10708752, 7683390, 12325458, 22207784, 17809906, 16136140, 18494572, 6946468, 703651, 18387836, 8061565, 9317364, 18321400, 10707817, 22034946, 13194638, 14575324, 22675595, 8520439, 8318223, 22066702, 18804843, 21829613, 18626013, 20886337, 20365863, 6841092, 19125919, 20576848, 24213898, 21829500, 21210490, 15595615, 9563946, 2884671, 17815318, 28308732, 22537881, 10550046, 11537610, 20555404, 16894174, 15648826, 19547939, 18583004, 1823480, 22834904, 20236170, 17835184, 15087505, 16486462, 10521345, 12502318, 22378534, 22071347, 24227319, 20558688, 18082844, 12782476, 9421576, 16782605, 15976299, 15539598, 16289233, 11589227, 17015966, 11518963, 20508128, 16003476, 22575964, 19437605, 20668490, 16050043, 21199255, 23029463, 21072199, 11372653, 17750664, 17412954, 18059497, 20668488, 18217349, 18723648, 19891493, 19018285, 17777050, 16332791, 11786639, 22496594, 22509040, 19218488, 21993785, 19680591, 18328553, 15616560, 21852920, 21394432, 29303640, 20935062, 17802550, 17834718, 10568292, 16068166, 16307081, 17469251, 9528167, 17730814, 17314978, 11413650, 17810867, 17829115, 20034233, 21722115, 16836112, 22222829, 16876294, 17581581, 17839182, 33863010, 9145497, 17735050, 17750341, 22737147, 21966922, 18654820, 17062873, 14676368, 17777185, 11285888, 17799981, 2264685, 2319435, 20890848, 14628063, 11697251, 30261710, 10988063, 22203820, 11309613, 20536006, 27068208, 16689872, 9657711, 14645702, 11739953, 18793309, 18852450, 16791191, 16322451, 22554535, 14969445, 17469254, 16905428, 15198040, 14561271, 18273144, 23272075, 22810695, 10821740, 19712305, 12927137, 12171406, 17839929, 17751905, 18478171, 15648827, 22165213, 15689218, 20736401, 16627689, 11536615, 20665300, 18445026, 23226143, 8045315, 11125138, 16846197, 3696196, 24254799, 16397495, 15810553, 17734142, 19551410, 21238259, 22837002, 17257336, 20813984, 17436046, 16346684, 14654285, 12917681, 22678287, 14689997, 12154613, 11693652, 15292952, 11760185, 16959888, 18941307, 9134716, 18762282, 16525471, 17841714, 12521155, 10879855, 20689841, 17153351, 21385593, 19389161, 16403883, 15315939, 15022767, 5657061, 17569824, 10075759, 23133679, 22695860, 12374975, 17904216, 9652127, 29304574, 17928520, 12597171, 7404850, 21890672, 18627412, 12003210, 16876445, 22040283, 15879252, 14601411, 22130603, 16307087, 16119857, 7869380, 12366050, 12226673, 1107762, 17687593, 22458221, 21279559, 18852093, 18092962, 10769160, 7576347, 19137722, 22144623, 18852090, 15651637, 22949646, 18444999, 20541320, 16612659, 12487523, 11008691, 10766240, 9143756, 16189794, 14649862, 9299050, 20615296, 20454515, 16794077, 22809182, 18491617, 23761358, 18368287, 22133021, 21981709, 16349073, 21525990, 20228216, 20228212, 18286224, 10919760, 6518760, 20640522, 11607020, 11605481, 17795002, 15870315, 17252516, 19484022, 15092824, 28309455, 22392619, 22046287, 21688032, 21597940, 19477106]"
C002563,xanthan,1,[8572714]
D014990,xylan,3,"[19709244, 11594610, 11963894]"
D014990,xylans,1,[10591017]
D014992,xylene,1,[18286224]
D014992,xylenes,1,[22717885]
D014994,xylose,5,"[10758895, 10591017, 15595615, 17015966, 11963894]"
